rid,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q1,Q2,Q3,Q4,Q64
2b81b73f-9105-4259-b1a9-01dd84a3eb63,38,1.0,Netherlands,,Netherlands,,Other/Executive Leadership/Supervisor/Team Lead/Back-end Developer,Sometimes,1,,,,2b81b73f-9105-4259-b1a9-01dd84a3eb63
0864c3b6-0ba7-45dc-b8e4-b4f79bfd7160,34,1.0,France,,France,,Front-end Developer,Sometimes,0,100-500,1.0,,0864c3b6-0ba7-45dc-b8e4-b4f79bfd7160
7c9a752d-5211-4634-85b4-7c6961c1024a,44,0.0,United States of America,Illinois,United States of America,Illinois,Other,Sometimes,0,26-100,1.0,,7c9a752d-5211-4634-85b4-7c6961c1024a
670c69f5-c39b-44fc-88bf-a6fc1b632cd4,45,1.0,United States of America,Georgia,United States of America,Georgia,Back-end Developer,Sometimes,0,More than 1000,0.0,1.0,670c69f5-c39b-44fc-88bf-a6fc1b632cd4
d0d8e865-997a-46dc-a718-b0ef3f22ebc7,45,1.0,United States of America,Oregon,United States of America,Oregon,Back-end Developer/Front-end Developer,Sometimes,0,6-25,1.0,,d0d8e865-997a-46dc-a718-b0ef3f22ebc7
e2078d3a-9a0f-4f59-a0e2-73bba3cf76a9,30,1.0,United States of America,Utah,United States of America,Utah,Back-end Developer,Sometimes,0,500-1000,1.0,,e2078d3a-9a0f-4f59-a0e2-73bba3cf76a9
db61c743-2b63-406a-980d-0ba884ae0099,34,1.0,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer,Sometimes,0,More than 1000,0.0,1.0,db61c743-2b63-406a-980d-0ba884ae0099
240e8291-1fce-4a86-8737-d84937abf0dd,37,1.0,United States of America,Connecticut,United States of America,Connecticut,Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,1.0,,240e8291-1fce-4a86-8737-d84937abf0dd
7362dfa2-b204-4004-a721-25b08c1013b7,38,1.0,United States of America,Tennessee,United States of America,Tennessee,DevOps/SysAdmin,Sometimes,0,More than 1000,0.0,1.0,7362dfa2-b204-4004-a721-25b08c1013b7
eca4c704-39ed-40e3-8c5c-05687eab4851,31,1.0,United States of America,Virginia,United States of America,Virginia,Front-end Developer,Sometimes,0,26-100,1.0,,eca4c704-39ed-40e3-8c5c-05687eab4851
31f2b5b4-f931-4d36-bb37-0e43ea290d04,33,1.0,United States of America,Florida,United States of America,Florida,Other,Always,0,26-100,1.0,,31f2b5b4-f931-4d36-bb37-0e43ea290d04
80d76f16-1993-44db-b269-1986c46ba7ba,29,0.0,United States of America,New York,United States of America,New York,Other,Sometimes,0,100-500,1.0,,80d76f16-1993-44db-b269-1986c46ba7ba
fb66b246-8246-4b8f-8a82-26b98e5b430b,35,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,100-500,1.0,,fb66b246-8246-4b8f-8a82-26b98e5b430b
bc75db15-88a8-4738-a834-c1af97c6b80d,42,0.5,Canada,,Canada,,Executive Leadership/Supervisor/Team Lead/Dev Evangelist/Advocate/DevOps/SysAdmin/Back-end Developer/Front-end Developer,Always,0,1-5,1.0,,bc75db15-88a8-4738-a834-c1af97c6b80d
fbf2ee5a-0ff0-45bf-a779-f24476e7d79a,26,0.0,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead/Front-end Developer,Sometimes,0,26-100,1.0,,fbf2ee5a-0ff0-45bf-a779-f24476e7d79a
60cc5423-ec97-4bc9-96f6-08daf6398557,36,0.0,United States of America,Maryland,United States of America,Maryland,Front-end Developer,Always,0,500-1000,1.0,,60cc5423-ec97-4bc9-96f6-08daf6398557
b6ad7d4c-c559-4c60-8bde-2b57b5376f51,21,1.0,United Kingdom,,United Kingdom,,Front-end Developer,Never,0,26-100,1.0,,b6ad7d4c-c559-4c60-8bde-2b57b5376f51
0500eed3-028f-4b6f-80ec-2c012bc8e9ba,34,0.0,United States of America,Washington,United States of America,Washington,Supervisor/Team Lead,Sometimes,0,26-100,1.0,,0500eed3-028f-4b6f-80ec-2c012bc8e9ba
f66300fd-b04a-4c51-a63b-41f7b9b06147,40,1.0,Germany,,Germany,,Back-end Developer,Always,1,,,,f66300fd-b04a-4c51-a63b-41f7b9b06147
3afe9fbc-b645-46ec-bcea-a52fec5e1c2d,35,1.0,United States of America,Indiana,United States of America,Indiana,Other/Back-end Developer/Front-end Developer/Designer,Sometimes,0,26-100,1.0,,3afe9fbc-b645-46ec-bcea-a52fec5e1c2d
bf800e07-c2d2-4c00-8282-dd6f71be78e5,44,1.0,United States of America,Oregon,United States of America,Oregon,Executive Leadership/DevOps/SysAdmin/Back-end Developer,Sometimes,0,6-25,1.0,,bf800e07-c2d2-4c00-8282-dd6f71be78e5
0f875348-6fe3-4a5d-9983-4110af4dfd81,35,0.0,Canada,,Canada,,Front-end Developer,Sometimes,0,6-25,1.0,,0f875348-6fe3-4a5d-9983-4110af4dfd81
6ab5d5f2-2bbd-4520-a796-18f0988a9a06,45,1.0,United States of America,Michigan,United States of America,Michigan,Other,Sometimes,0,More than 1000,1.0,,6ab5d5f2-2bbd-4520-a796-18f0988a9a06
0508c5f3-65e1-48b3-b996-eab6bd1e01c6,42,1.0,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead,Sometimes,0,More than 1000,0.0,1.0,0508c5f3-65e1-48b3-b996-eab6bd1e01c6
b1ccad52-067f-445c-9aef-bf884e09d0e1,40,1.0,United States of America,Colorado,United States of America,Colorado,One-person shop/Back-end Developer/DevOps/SysAdmin,Always,1,,,,b1ccad52-067f-445c-9aef-bf884e09d0e1
3b5b37d3-53ad-4588-87c2-afc3ab71566f,50,0.0,United States of America,Michigan,United States of America,Michigan,One-person shop,Always,1,,,,3b5b37d3-53ad-4588-87c2-afc3ab71566f
5d09e16e-06f7-4f1b-b9aa-1710618742fe,36,1.0,United States of America,Illinois,United States of America,New York,Back-end Developer,Always,0,100-500,1.0,,5d09e16e-06f7-4f1b-b9aa-1710618742fe
6159394d-4790-4a0a-a46c-448b39a86e33,31,0.0,United States of America,Minnesota,United States of America,Minnesota,Other/Supervisor/Team Lead/Back-end Developer/One-person shop,Always,1,,,,6159394d-4790-4a0a-a46c-448b39a86e33
4870cba8-6dd6-4bf3-9459-52263b5174f5,29,1.0,United States of America,Oregon,United States of America,Oregon,Back-end Developer,Always,0,26-100,1.0,,4870cba8-6dd6-4bf3-9459-52263b5174f5
d31b080f-d1d4-4795-8e1c-d712863f8c13,37,1.0,United States of America,California,United States of America,California,Other,Never,0,100-500,1.0,,d31b080f-d1d4-4795-8e1c-d712863f8c13
fc682fcc-4c0e-444a-8652-a06347116661,31,1.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate/Support,Sometimes,0,26-100,1.0,,fc682fcc-4c0e-444a-8652-a06347116661
fe3bf0f2-9cd3-4044-8aeb-530f1c7e1de7,42,1.0,Canada,,Canada,,Supervisor/Team Lead/Front-end Developer/Back-end Developer/DevOps/SysAdmin,Always,0,More than 1000,0.0,1.0,fe3bf0f2-9cd3-4044-8aeb-530f1c7e1de7
6e3fb18c-3ada-4223-9186-aab124d18968,25,1.0,United States of America,Indiana,United States of America,Indiana,Support,Sometimes,0,500-1000,1.0,,6e3fb18c-3ada-4223-9186-aab124d18968
7f4978ac-3b26-44e5-ac4c-9d86216444e6,27,1.0,United States of America,California,United States of America,California,Executive Leadership,Sometimes,0,6-25,1.0,,7f4978ac-3b26-44e5-ac4c-9d86216444e6
f8dcecda-2601-4405-a337-70e333bdd5a1,41,0.0,United States of America,Ohio,United States of America,Ohio,Back-end Developer,Never,0,More than 1000,0.0,1.0,f8dcecda-2601-4405-a337-70e333bdd5a1
6f19fffa-a38a-4608-b9fc-d3364f6c6da0,41,0.0,United States of America,California,United States of America,California,Executive Leadership,Sometimes,0,100-500,1.0,,6f19fffa-a38a-4608-b9fc-d3364f6c6da0
b383cc0c-2a48-4ef2-9da8-1f9c62bc8c79,55,0.0,United States of America,California,United States of America,California,HR,Never,0,More than 1000,0.0,0.0,b383cc0c-2a48-4ef2-9da8-1f9c62bc8c79
d36f5755-589b-4e82-8d29-89667ab8aff9,21,1.0,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Never,0,More than 1000,1.0,,d36f5755-589b-4e82-8d29-89667ab8aff9
4d99621f-3ec9-4139-883a-4750c6d456af,37,1.0,Netherlands,,Netherlands,,Supervisor/Team Lead,Never,0,More than 1000,0.0,1.0,4d99621f-3ec9-4139-883a-4750c6d456af
b233daee-c33d-44d9-bf16-e79ac27e00ab,34,0.0,Netherlands,,Netherlands,,Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,b233daee-c33d-44d9-bf16-e79ac27e00ab
ebc1cbd2-8443-4542-af1d-f8f5aabc7505,40,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Never,0,More than 1000,0.0,1.0,ebc1cbd2-8443-4542-af1d-f8f5aabc7505
62dcbe97-d6e5-4a18-bcd9-dda66ede3324,25,1.0,Netherlands,,Netherlands,,Support/Back-end Developer/One-person shop,Always,1,,,,62dcbe97-d6e5-4a18-bcd9-dda66ede3324
73e38414-7999-49f4-b0f4-da02775b4cda,36,1.0,Germany,,Germany,,Other,Sometimes,0,More than 1000,0.0,1.0,73e38414-7999-49f4-b0f4-da02775b4cda
9a76236c-6ee7-415e-a35e-b1a5eae06b8e,25,1.0,Germany,,Germany,,Front-end Developer,Never,0,26-100,1.0,,9a76236c-6ee7-415e-a35e-b1a5eae06b8e
8a5ab2be-8698-411b-9e69-c4ac9953b7d8,35,1.0,United States of America,Florida,United States of America,Florida,Front-end Developer/Back-end Developer,Always,0,100-500,1.0,,8a5ab2be-8698-411b-9e69-c4ac9953b7d8
b8355291-6a09-4fa8-bde9-8da96072a007,37,1.0,United States of America,North Carolina,United States of America,North Carolina,Back-end Developer,Always,0,6-25,1.0,,b8355291-6a09-4fa8-bde9-8da96072a007
0f069f5b-15ee-40fb-939b-d497ec2c02c8,45,1.0,United States of America,Ohio,United States of America,Ohio,Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,0f069f5b-15ee-40fb-939b-d497ec2c02c8
96902b0d-31d9-4634-a081-af669273010b,26,1.0,United States of America,Oregon,United States of America,Oregon,Front-end Developer,Never,0,6-25,1.0,,96902b0d-31d9-4634-a081-af669273010b
91364504-c9b9-4062-891b-f0ab02696717,23,1.0,United States of America,Illinois,United States of America,Illinois,Front-end Developer,Sometimes,0,26-100,1.0,,91364504-c9b9-4062-891b-f0ab02696717
92836949-c5bf-4d2d-9849-89c05e075464,22,0.0,United States of America,Oregon,United States of America,Oregon,Front-end Developer,Sometimes,0,26-100,1.0,,92836949-c5bf-4d2d-9849-89c05e075464
b9e79964-6449-4121-b5c6-b2b545e84004,46,0.0,United States of America,Illinois,United States of America,Illinois,Back-end Developer,Always,0,26-100,1.0,,b9e79964-6449-4121-b5c6-b2b545e84004
321c9977-e302-40e2-bec7-baa619ad02d1,31,1.0,United Kingdom,,United Kingdom,,Other,Sometimes,0,6-25,1.0,,321c9977-e302-40e2-bec7-baa619ad02d1
57e9725b-6f6b-4aab-a61e-f9e4802e7df3,27,1.0,United States of America,Virginia,United States of America,California,Dev Evangelist/Advocate/Back-end Developer/Support,Always,0,100-500,1.0,,57e9725b-6f6b-4aab-a61e-f9e4802e7df3
f70b5e57-0b93-447b-8ace-9691778e3346,37,1.0,United Kingdom,,United Kingdom,,Back-end Developer/DevOps/SysAdmin,Sometimes,0,6-25,1.0,,f70b5e57-0b93-447b-8ace-9691778e3346
7fe6f084-f265-43ab-9557-9d72583cf174,37,1.0,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Never,0,100-500,1.0,,7fe6f084-f265-43ab-9557-9d72583cf174
ba04e7fc-185b-432d-83bd-5ddf6d68188c,26,0.5,Netherlands,,Netherlands,,Executive Leadership/DevOps/SysAdmin/Back-end Developer/Support,Sometimes,0,1-5,1.0,,ba04e7fc-185b-432d-83bd-5ddf6d68188c
b4657d0d-1440-465b-8c31-ed1d48597efe,23,1.0,Netherlands,,Netherlands,,Back-end Developer,Never,0,500-1000,1.0,,b4657d0d-1440-465b-8c31-ed1d48597efe
887eb489-5ba9-4259-b184-6c89b64b1a11,40,1.0,United States of America,Ohio,United States of America,Ohio,DevOps/SysAdmin/Support/Back-end Developer/Front-end Developer,Never,0,26-100,1.0,,887eb489-5ba9-4259-b184-6c89b64b1a11
fad70c0c-fc0a-46b7-8bda-eee34e5b01be,29,1.0,Denmark,,Denmark,,Back-end Developer/DevOps/SysAdmin,Sometimes,0,1-5,1.0,,fad70c0c-fc0a-46b7-8bda-eee34e5b01be
73ba3989-5557-4242-830b-24868b97660c,37,1.0,United States of America,Oregon,United States of America,California,Dev Evangelist/Advocate/Back-end Developer/Front-end Developer,Sometimes,0,100-500,1.0,,73ba3989-5557-4242-830b-24868b97660c
7c0fa501-d053-4a38-bfe1-1e1ec93b9ffb,34,0.0,United States of America,California,United States of America,California,Other/HR,Never,0,100-500,1.0,,7c0fa501-d053-4a38-bfe1-1e1ec93b9ffb
7d81e512-89ae-4d2d-a8c0-c4c6dfd7bc27,40,1.0,United States of America,Iowa,United States of America,Iowa,Support/Back-end Developer,Sometimes,0,More than 1000,1.0,,7d81e512-89ae-4d2d-a8c0-c4c6dfd7bc27
dda95aab-63c2-4270-a4f1-65e08fcb89d4,39,1.0,United States of America,California,United States of America,California,Supervisor/Team Lead/Back-end Developer,Sometimes,0,500-1000,1.0,,dda95aab-63c2-4270-a4f1-65e08fcb89d4
8c841ef2-5264-42db-9d7a-0e5e2e6c8b72,28,1.0,United States of America,Washington,United States of America,Washington,Back-end Developer,Always,0,500-1000,1.0,,8c841ef2-5264-42db-9d7a-0e5e2e6c8b72
d29e8444-17ec-4f47-9f5e-f87bdeea2c84,28,1.0,Belgium,,Belgium,,Back-end Developer,Sometimes,1,,,,d29e8444-17ec-4f47-9f5e-f87bdeea2c84
6a83432a-c9d9-450d-ab4b-a5ca30d48d12,27,1.0,Germany,,Germany,,Back-end Developer,Sometimes,0,26-100,1.0,,6a83432a-c9d9-450d-ab4b-a5ca30d48d12
578b4ba5-89d7-4936-9a4a-2d326b7cceb8,48,1.0,United Kingdom,,United Kingdom,,Other,Sometimes,1,,,,578b4ba5-89d7-4936-9a4a-2d326b7cceb8
ce01a244-91a9-4d98-9cc5-ce02500bcaf2,49,0.0,United States of America,Connecticut,United States of America,Connecticut,DevOps/SysAdmin/Support,Sometimes,0,More than 1000,1.0,,ce01a244-91a9-4d98-9cc5-ce02500bcaf2
7b7dd172-a356-488d-9f0e-13bc9a03503d,35,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Never,0,26-100,1.0,,7b7dd172-a356-488d-9f0e-13bc9a03503d
944a7c0b-53f0-448c-aee6-234df7c278a6,35,1.0,Sweden,,Sweden,,Supervisor/Team Lead/Back-end Developer,Sometimes,0,100-500,1.0,,944a7c0b-53f0-448c-aee6-234df7c278a6
b0b58f4f-f605-442c-a974-3679ea1ce029,38,1.0,United Kingdom,,United Kingdom,,Dev Evangelist/Advocate,Always,1,,,,b0b58f4f-f605-442c-a974-3679ea1ce029
96de0d7a-3658-4c11-9ad1-dc74574addc5,32,1.0,United States of America,California,United States of America,California,Executive Leadership/Supervisor/Team Lead,Sometimes,0,500-1000,1.0,,96de0d7a-3658-4c11-9ad1-dc74574addc5
08ab8f43-7b83-450d-a8a6-0ccf1edd0508,42,1.0,United States of America,Ohio,United States of America,Ohio,Supervisor/Team Lead/Back-end Developer,Sometimes,0,More than 1000,1.0,,08ab8f43-7b83-450d-a8a6-0ccf1edd0508
78655dcb-865c-4965-b5df-187a3caf6ec7,33,0.0,United States of America,Texas,United States of America,Texas,Support,Always,0,100-500,1.0,,78655dcb-865c-4965-b5df-187a3caf6ec7
54ba5c49-226e-4e34-ae6f-d80231da106d,35,1.0,United Kingdom,,United Kingdom,,Back-end Developer/DevOps/SysAdmin/Supervisor/Team Lead,Always,0,26-100,1.0,,54ba5c49-226e-4e34-ae6f-d80231da106d
42d60c65-002b-43bd-847c-5b4b8a0ab74a,24,1.0,Russia,,Russia,,Front-end Developer/Back-end Developer,Sometimes,0,500-1000,1.0,,42d60c65-002b-43bd-847c-5b4b8a0ab74a
36c925c3-d8f8-41e8-92af-f3d75096903d,29,0.0,United States of America,California,United States of America,California,Other,Sometimes,0,500-1000,1.0,,36c925c3-d8f8-41e8-92af-f3d75096903d
8c2ad1c9-faee-4248-ac87-7369a83ea7ce,29,1.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/Back-end Developer/Front-end Developer,Always,0,100-500,1.0,,8c2ad1c9-faee-4248-ac87-7369a83ea7ce
8860341e-ff5a-446e-b691-ad6cc6c4c730,24,1.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Sometimes,0,6-25,1.0,,8860341e-ff5a-446e-b691-ad6cc6c4c730
c6f0bfee-dcd5-4896-ab75-2c666f55f2ca,30,1.0,Sweden,,Sweden,,Designer/Front-end Developer/Back-end Developer,Always,0,500-1000,1.0,,c6f0bfee-dcd5-4896-ab75-2c666f55f2ca
bb8ca82e-f40c-46b1-a38c-d3f3886178a4,30,1.0,United States of America,Colorado,United States of America,Colorado,DevOps/SysAdmin/Back-end Developer,Always,0,26-100,1.0,,bb8ca82e-f40c-46b1-a38c-d3f3886178a4
ff31ab27-cd44-458b-beaf-e2de7b04ee51,44,1.0,United States of America,Indiana,United States of America,Indiana,Support,Always,0,6-25,1.0,,ff31ab27-cd44-458b-beaf-e2de7b04ee51
573ceb3b-b994-4b36-8589-c0cd80b02b77,37,1.0,United Kingdom,,United Kingdom,,Dev Evangelist/Advocate,Always,0,100-500,1.0,,573ceb3b-b994-4b36-8589-c0cd80b02b77
7174a364-8e19-4282-b251-b1ab5d09c6ce,28,1.0,Germany,,Germany,,Other,Sometimes,0,500-1000,1.0,,7174a364-8e19-4282-b251-b1ab5d09c6ce
d469e3df-7f41-4843-a284-a95405b3c7d3,42,1.0,United States of America,South Dakota,United States of America,South Dakota,Supervisor/Team Lead,Always,0,100-500,1.0,,d469e3df-7f41-4843-a284-a95405b3c7d3
8d6dbf5a-6e94-4621-a490-8a59d86199d4,30,0.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead/Back-end Developer/Front-end Developer/Designer,Sometimes,0,1-5,1.0,,8d6dbf5a-6e94-4621-a490-8a59d86199d4
f9f89186-4ec4-450a-b043-43ca4af30ebe,36,1.0,Russia,,Russia,,Support,Sometimes,0,100-500,1.0,,f9f89186-4ec4-450a-b043-43ca4af30ebe
0882eb6b-49da-4eb0-9d58-4b9df7a042aa,30,1.0,Russia,,Russia,,Back-end Developer,Sometimes,0,500-1000,1.0,,0882eb6b-49da-4eb0-9d58-4b9df7a042aa
f40721fe-f9db-443d-ad95-b0471d23d77c,29,1.0,United States of America,Nevada,United States of America,Nevada,Back-end Developer,Always,0,6-25,1.0,,f40721fe-f9db-443d-ad95-b0471d23d77c
36941d14-de03-4e74-8344-4025f812b00d,25,1.0,United States of America,California,United States of America,California,Other,Sometimes,0,500-1000,1.0,,36941d14-de03-4e74-8344-4025f812b00d
e4743868-afa6-478d-a31b-6dd31c66f7a5,25,1.0,Belgium,,Belgium,,Back-end Developer,Sometimes,0,26-100,1.0,,e4743868-afa6-478d-a31b-6dd31c66f7a5
b503619f-9058-4a49-8280-b4e517b3d323,24,1.0,Russia,,Russia,,Other/Back-end Developer/Front-end Developer,Never,0,500-1000,1.0,,b503619f-9058-4a49-8280-b4e517b3d323
ae2b03a9-5a8f-43bd-968d-e453758b37ee,25,1.0,Russia,,Russia,,Back-end Developer,Sometimes,0,More than 1000,1.0,,ae2b03a9-5a8f-43bd-968d-e453758b37ee
308e07c3-724b-455d-93ce-45d63e51fe17,31,1.0,Denmark,,Denmark,,Executive Leadership/Supervisor/Team Lead,Never,0,26-100,1.0,,308e07c3-724b-455d-93ce-45d63e51fe17
302dbb9c-0fe8-42d9-879a-c3c4b9d39793,37,1.0,Canada,,Canada,,Back-end Developer,Sometimes,0,26-100,1.0,,302dbb9c-0fe8-42d9-879a-c3c4b9d39793
9e3105b2-7f49-4d3d-9a50-5cf3ac60fc41,35,1.0,United States of America,California,United States of America,California,Back-end Developer,Never,0,100-500,1.0,,9e3105b2-7f49-4d3d-9a50-5cf3ac60fc41
716824a2-e2a3-4b6b-ad05-d0cff50eb562,26,0.0,Spain,,Spain,,Front-end Developer/Back-end Developer,Sometimes,0,6-25,1.0,,716824a2-e2a3-4b6b-ad05-d0cff50eb562
c565e8ef-1701-44d4-a82e-334fa5471dd7,31,1.0,United Kingdom,,United Kingdom,,Back-end Developer/DevOps/SysAdmin,Always,0,100-500,1.0,,c565e8ef-1701-44d4-a82e-334fa5471dd7
fa85e514-9008-43cc-9ab4-cc6b11c00e23,29,0.0,United States of America,California,United States of America,Hawaii,Support/Other,Always,0,500-1000,1.0,,fa85e514-9008-43cc-9ab4-cc6b11c00e23
7ecb2bb6-d6a1-4efd-ab9c-bb057ac1b638,33,1.0,France,,France,,Back-end Developer,Sometimes,0,26-100,1.0,,7ecb2bb6-d6a1-4efd-ab9c-bb057ac1b638
2fd2ca76-4a97-4b9e-9212-0fb71069014e,30,1.0,India,,India,,Supervisor/Team Lead,Always,0,26-100,1.0,,2fd2ca76-4a97-4b9e-9212-0fb71069014e
2a1721aa-f7fb-4a4d-8880-ca471a1ab7e1,30,1.0,United States of America,Florida,United States of America,Florida,Back-end Developer,Sometimes,0,26-100,1.0,,2a1721aa-f7fb-4a4d-8880-ca471a1ab7e1
86840b9e-4ecd-48a7-b0b8-d2e7dd14007a,29,0.0,United States of America,California,United States of America,California,Other,Never,0,100-500,1.0,,86840b9e-4ecd-48a7-b0b8-d2e7dd14007a
2532d274-fd5e-472d-8d63-a5c75350289c,25,0.0,United States of America,California,United States of America,California,HR,Sometimes,0,26-100,1.0,,2532d274-fd5e-472d-8d63-a5c75350289c
ab00733c-b83d-4833-ac9f-9cb78a2d2375,27,1.0,United States of America,Nebraska,United States of America,Nebraska,Back-end Developer,Never,0,More than 1000,0.0,1.0,ab00733c-b83d-4833-ac9f-9cb78a2d2375
120fbe9e-c520-4d34-a225-49c1090b0a1b,26,1.0,Germany,,Germany,,Executive Leadership,Sometimes,0,500-1000,1.0,,120fbe9e-c520-4d34-a225-49c1090b0a1b
ccd511dc-1c81-4449-b8f3-20206f0e3b51,38,0.0,United States of America,Maine,United States of America,Maine,Other,Always,0,500-1000,1.0,,ccd511dc-1c81-4449-b8f3-20206f0e3b51
1175f177-c8ba-4cc3-bed6-4c81e15f96af,49,1.0,United States of America,Missouri,United States of America,Missouri,Other,Sometimes,0,More than 1000,1.0,,1175f177-c8ba-4cc3-bed6-4c81e15f96af
22178a1a-2e4b-4972-90c9-9f97afff481e,30,1.0,United States of America,Arizona,United States of America,Arizona,Dev Evangelist/Advocate,Sometimes,0,26-100,1.0,,22178a1a-2e4b-4972-90c9-9f97afff481e
af533cbf-97d6-40d7-bbf1-2897fb415d70,34,1.0,France,,France,,Front-end Developer/Back-end Developer,Sometimes,1,,,,af533cbf-97d6-40d7-bbf1-2897fb415d70
cc8ef1d8-5485-4043-adf4-81ac191ef1a5,31,1.0,Russia,,Russia,,Front-end Developer/Back-end Developer,Never,0,100-500,1.0,,cc8ef1d8-5485-4043-adf4-81ac191ef1a5
4f6d7ed2-d4a3-4f47-8ca5-f262746a0761,29,1.0,United States of America,California,United States of America,California,Front-end Developer/Back-end Developer/Sales/DevOps/SysAdmin,Sometimes,1,,,,4f6d7ed2-d4a3-4f47-8ca5-f262746a0761
994c0b04-7427-4d80-932a-bd3aad6d4e15,31,1.0,Germany,,Germany,,Back-end Developer,Sometimes,0,100-500,1.0,,994c0b04-7427-4d80-932a-bd3aad6d4e15
1da4d10c-e5f9-4c9f-9af9-c18b37a75c4b,34,1.0,Germany,,Germany,,Front-end Developer,Never,0,100-500,1.0,,1da4d10c-e5f9-4c9f-9af9-c18b37a75c4b
fc5e6027-0774-4cc4-8fac-5052d2ae3221,28,1.0,United States of America,Oklahoma,United States of America,Oklahoma,Front-end Developer/Back-end Developer/Support,Sometimes,0,6-25,1.0,,fc5e6027-0774-4cc4-8fac-5052d2ae3221
50143e92-2eae-40ca-970e-6fc6ed1759f7,35,0.0,United Kingdom,,United Kingdom,,One-person shop/Back-end Developer/Supervisor/Team Lead,Always,1,,,,50143e92-2eae-40ca-970e-6fc6ed1759f7
cf9f5655-ba3f-42f5-8c68-1412fb80dd98,27,1.0,Germany,,Germany,,Back-end Developer,Always,0,500-1000,1.0,,cf9f5655-ba3f-42f5-8c68-1412fb80dd98
468e7ca1-2b81-41af-ad14-4e30a6621a31,33,1.0,Germany,,Germany,,Supervisor/Team Lead/Back-end Developer,Sometimes,1,,,,468e7ca1-2b81-41af-ad14-4e30a6621a31
a328c035-1e38-47ac-828a-58b47e545457,37,0.0,United States of America,New York,United States of America,New York,Other,Sometimes,0,6-25,1.0,,a328c035-1e38-47ac-828a-58b47e545457
